userId,tweet.id,media.id_str,videoUrl,twitterUrl
1566128830162632705,1944716268403130676,1944716225386311680,https://video.twimg.com/ext_tw_video/1944716225386311680/pu/vid/avc1/720x1280/DyADlLZ_P-QN8Y1-.mp4?tag=12,https://x.com/viramimoza/status/1944716268403130676
1566128830162632705,1944714333327392997,1944714295956152321,https://video.twimg.com/ext_tw_video/1944714295956152321/pu/vid/avc1/720x1276/dWh_dUg71kJ-FAex.mp4?tag=12,https://x.com/viramimoza/status/1944714333327392997
1566128830162632705,1944712899332542923,1944712867615305728,https://video.twimg.com/ext_tw_video/1944712867615305728/pu/vid/avc1/720x720/ScUDYDJp6fiXE_uR.mp4?tag=12,https://x.com/viramimoza/status/1944712899332542923
1566128830162632705,1944711884109746195,1944711848386797568,https://video.twimg.com/ext_tw_video/1944711848386797568/pu/vid/avc1/720x720/MgIxI2dZDhyXD-cA.mp4?tag=12,https://x.com/viramimoza/status/1944711884109746195
1566128830162632705,1944711545449025897,1944711518739640321,https://video.twimg.com/ext_tw_video/1944711518739640321/pu/vid/avc1/720x1280/C62w0HRA21XuNoWR.mp4?tag=12,https://x.com/viramimoza/status/1944711545449025897
1566128830162632705,1944710845004415159,1944710815216488448,https://video.twimg.com/ext_tw_video/1944710815216488448/pu/vid/avc1/576x1024/PRgrwySV_2K6QPVh.mp4?tag=12,https://x.com/viramimoza/status/1944710845004415159
1566128830162632705,1944710502656999801,1944710465369657344,https://video.twimg.com/ext_tw_video/1944710465369657344/pu/vid/avc1/576x642/SSSUD1AABck-weII.mp4?tag=12,https://x.com/viramimoza/status/1944710502656999801
1566128830162632705,1944709583735234705,1944709565708210176,https://video.twimg.com/ext_tw_video/1944709565708210176/pu/vid/avc1/576x750/dZqF5dwcXDyQ15bo.mp4?tag=12,https://x.com/viramimoza/status/1944709583735234705
1566128830162632705,1944709194206085328,1944709176074121216,https://video.twimg.com/ext_tw_video/1944709176074121216/pu/vid/avc1/576x1008/UXrNZG1tK7mNwP_g.mp4?tag=12,https://x.com/viramimoza/status/1944709194206085328
1566128830162632705,1944708247723647017,1944708206455898112,https://video.twimg.com/ext_tw_video/1944708206455898112/pu/vid/avc1/720x1280/Y6Z5xWOFPqHg2ZA1.mp4?tag=12,https://x.com/viramimoza/status/1944708247723647017
1566128830162632705,1944707946857779525,1944707885419712512,https://video.twimg.com/ext_tw_video/1944707885419712512/pu/vid/avc1/576x1024/qV-EggCOAUyqVk03.mp4?tag=12,https://x.com/viramimoza/status/1944707946857779525
1566128830162632705,1944707544238248033,1944707484221923328,https://video.twimg.com/ext_tw_video/1944707484221923328/pu/vid/avc1/1280x720/ixGrj2Lgs9_YL_9m.mp4?tag=12,https://x.com/viramimoza/status/1944707544238248033
1566128830162632705,1944707145125056950,1944707120777019393,https://video.twimg.com/ext_tw_video/1944707120777019393/pu/vid/avc1/576x1024/FnygZZfP8J7_Vtsz.mp4?tag=12,https://x.com/viramimoza/status/1944707145125056950
1566128830162632705,1944706634837537218,1944706616865026048,https://video.twimg.com/ext_tw_video/1944706616865026048/pu/vid/avc1/576x1024/d7WYwqnXBjlflzYG.mp4?tag=12,https://x.com/viramimoza/status/1944706634837537218
1566128830162632705,1944706087556432120,1944706075686559744,https://video.twimg.com/ext_tw_video/1944706075686559744/pu/vid/avc1/576x1024/elSbn3WjTqAtH3eg.mp4?tag=12,https://x.com/viramimoza/status/1944706087556432120
1566128830162632705,1944705101572047314,1944705059356393472,https://video.twimg.com/ext_tw_video/1944705059356393472/pu/vid/avc1/576x1024/mHjXTP7W9hsEdAiO.mp4?tag=12,https://x.com/viramimoza/status/1944705101572047314
